x1;x2;x3;x4;x5;x6;x7;x8;x9;y;prob1
-0,326143892505;-0,576618924211;-0,400603355192;-0,836164804464;-1,30054698704;1;0;0;0;0;0,542083192463
0,388365162819;0,121670301967;-0,655363230273;-0,43431939958;0,199846383343;0;0;1;0;0;0,00197355030365
1,11027709664;0,868793270244;0,627765061533;1,13776999294;-0,855759582087;1;0;0;0;1;0,999999999559
-1,72673039911;0,716683320939;0,778106697936;-0,253966133669;-1,48827676614;0;1;0;0;0;1,00000009947e-07
-0,100974885329;0,183047969944;0,425235479441;0,757261697423;-0,752410526195;1;0;0;0;1;0,9999998737
-1,44389316097;-0,156891953039;-1,96708768381;-0,253433896783;0,651891003012;1;0;1;0;0;0,00985897813544
0,29959368474;-0,0326584523557;1,10405027494;0,953767761272;0,34400598823;1;0;1;1;1;0,997248223151
-1,36470945799;1,79042420824;-0,894901677513;-0,367209823909;-1,43403337067;1;1;0;0;0;2,05341009672e-05
0,800914339573;0,989057920196;0,474900095405;-0,00508718145513;-0,532006993707;1;0;1;0;1;0,99999999993
1,55870831415;-0,0179802405767;-0,541589171622;-1,44816529018;0,671004187902;0;0;1;0;0;0,00198543296671
1,62362120768;-1,79913645177;0,689813423902;0,484517544999;0,142993683958;1;0;1;0;0;1,00000009947e-07
-0,212848278647;2,5772680962;-1,49327582906;1,29426181595;0,249413868884;1;0;1;1;1;0,5
-0,73852770474;-1,82489758418;0,940310089911;-0,0128416593054;-0,231328117024;1;0;1;0;0;1,00000009947e-07
0,844904241408;-0,0217945399609;0,196325342742;0,947324753875;0,0337820994333;1;0;1;0;1;0,999998661594
-0,784904469457;-0,985539112562;-0,249650688169;-0,21388708039;0,298465543628;1;0;1;0;0;0,000226584032957
-0,782201845619;-0,758345417417;0,628803153874;0,753420372173;0,979023019684;0;0;1;1;0;1,8488018194e-06
0,0652930335253;1,34164029499;-1,94878708645;-1,83044612089;-0,99443498258;1;0;0;0;1;0,988599694967
-0,945408831124;0,876096109596;-0,428615845084;0,48275860856;-0,20299279536;1;1;1;0;0;6,49774827027e-05
-0,033036159276;-1,49582681398;-0,225770566943;-0,298508586975;-0,0760459783736;1;0;0;0;0;2,25591187773e-07
-0,2145045154;-2,25104517545;-0,158058937403;-1,80084924748;2,23177009883;1;0;1;1;0;8,01999325443e-07
0,356283344862;-1,28936418822;0,316984562458;0,701952747275;-0,632713554588;1;0;0;0;0;3,45942598188e-05
-0,643567387027;-0,386636454476;0,421122276651;1,40419031179;0,806090490557;1;0;1;0;1;0,186945125485
